GivenName,Surname,Birthday,CountryFull,Kilograms,Centimeters,BloodType
Vitor,Melo,9/29/1993,Brazil,62.8,170,A+
Will,Zaragamba,4/9/1989,Denmark,65.4,68,A+
Emil,Anisimov,9/16/1989,Belgium,110.0,171,A+
Patrick,Isaacson,11/21/1990,Cyprus (Anglicized),88.8,185,A+
Isaiah,Volodin,6/7/1979,Denmark,72.6,169,A+
Antoni,McLean,7/12/1989,Canada,93.2,170,A+
Horacio,Barnett,2/25/1981,Czech Republic,73.8,171,O+
Rashid,Lavrentiev,8/18/1980,Cyprus (Anglicized),96.5,176,O+
Reagan,Boyle,11/21/1981,Canada,78.7,174,O+
Samuel,Souza,8/7/1990,Denmark,107.5,189,O+
Douglas,Cavalcanti,9/12/1978,Brazil,68.1,187,B+
Leonardo,Azevedo,10/7/1981,Denmark,77.1,186,O-
Samuel,Santos,3/26/1988,Cyprus (Anglicized),108.9,171,A+
David,Gallegos,5/6/1996,Denmark,54.1,188,O+
Jude,Walker,10/18/1988,Denmark,92.0,184,B+
Marat,Belousov,10/28/1996,Czech Republic,66.9,164,O+
Tikhon,Bezrukov,1/16/1992,Austria,68.6,184,O+
Isengar,Bolger,12/18/1994,Denmark,50.2,72,O+
Jai,McIntosh,5/3/1994,Canada,89.6,183,A+
Sherman,Burton,8/4/1990,Austria,69.2,181,O+
Matta,Greenhand,9/1/1980,Brazil,59.9,104,B+
Ryan,Rodrigues,8/24/1985,Cyprus (Anglicized),105.7,176,O-
Daniel,Yermakov,9/8/1985,Canada,95.6,175,O+
Tracy,Vaughn,10/18/1992,Czech Republic,74.0,186,A+
Holfast,Gamgee,4/24/1997,Austria,57.8,86,A+
Renan,Castro,9/25/1987,Denmark,111.1,169,A-
Haris,Miller,6/25/1984,Austria,96.2,189,A+
William,Cooney,9/22/1995,Austria,67.0,164,O+
Alex,Correia,7/27/1979,Austria,110.0,170,A-
Brooklyn,Thompson,11/18/1991,Cyprus (Anglicized),86.5,182,A-
Taras,Yermolayev,5/14/1980,Denmark,81.8,187,O-
Olo,Goldworthy,5/13/1985,Cyprus (Anglicized),56.9,106,B+
Júlio,Ferreira,12/26/1978,Austria,102.3,183,O-
Leonardo,Gomes,6/21/1985,Canada,110.8,183,B+
William,Brand,11/9/1982,Austria,108.8,189,A+
Aedan,Miller,8/4/1996,Denmark,83.9,168,O+
Sago,Smallburrow,1/9/1979,Denmark,66.8,97,O+
Abdullah,Cunningham,11/3/1981,Austria,83.3,188,O+
Marmaduc,Brown,4/29/1980,Cyprus (Anglicized),46.8,83,A+
Calvin,Thompson,6/14/1981,Cyprus (Anglicized),67.1,185,B+
Eldar,Abdulov,8/8/1980,Brazil,91.3,186,B+
Nicholas,Grimaldo,5/9/1995,Czech Republic,73.0,181,O+
Ernest,Golubov,5/7/1990,Belgium,100.9,178,A+
George,Olsen,6/15/1982,Cyprus (Anglicized),71.9,181,O-
Robbie,Abbey,12/16/1988,Czech Republic,110.0,176,O-
Lawrence,Cole,9/2/1993,Canada,96.2,188,A+
Matthew,Huntington,10/4/1989,Canada,80.9,189,A+
Timothy,Degtyaryov,11/23/1985,Brazil,62.7,169,O+
Cauã,Dias,2/7/1996,Cyprus (Anglicized),77.3,163,O+
Kuzma,Lavrov,8/8/1988,Cyprus (Anglicized),60.4,182,O+
Arnor,Brandagamba,11/13/1979,Denmark,45.8,83,A+
Noah,Thompson,5/19/1985,Belgium,95.9,186,B+
Patryk,Gordon,11/4/1993,Czech Republic,82.0,183,O+
Chariton,Pirogov,3/30/1989,Czech Republic,67.5,167,O-
Arthur,Dias,1/22/1985,Denmark,76.9,187,AB+
Rohan,Maclean,3/15/1979,Austria,104.9,168,O+
Joseph,Durham,10/21/1981,Cyprus (Anglicized),89.7,189,A-
Ahmed,Alexandrov,3/19/1988,Brazil,82.6,183,A-
Erick,Lima,1/15/1981,Austria,66.9,188,B+
João,Martins,4/7/1993,Denmark,88.1,175,A+
Nicolas,Carvalho,12/4/1996,Czech Republic,80.1,162,O+
Olo,Bracegirdle,6/5/1993,Cyprus (Anglicized),55.7,64,O+
Jimmie,White,5/31/1993,Belgium,56.9,177,A+
Thomas,Turner,5/3/1982,Canada,90.8,184,O+
Nicolas,Pinto,2/3/1982,Austria,77.7,171,O+
Warren,McKenzie,8/4/1984,Canada,67.6,182,O+
Enzo,Cardoso,8/28/1980,Czech Republic,64.5,175,O+
Elliott,Rademacher,10/8/1980,Austria,84.3,186,A+
Peregrin,Gawkroger,1/13/1991,Cyprus (Anglicized),53.0,69,B+
Ralph,Eicher,2/3/1981,Czech Republic,87.6,168,O-
Clarence,James,2/25/1992,Cyprus (Anglicized),83.5,174,A+
Daniel,Almeida,3/3/1996,Brazil,78.7,163,A-
Callum,Millar,3/3/1993,Cyprus (Anglicized),56.2,171,O+
Timba,Whitfoot,11/27/1996,Brazil,46.7,82,A-
Samwise,Button,10/7/1978,Czech Republic,48.3,114,B+
Orgulas,Sackville,2/24/1980,Belgium,61.6,68,B+
Guillermo,Gilbertson,4/20/1983,Czech Republic,95.7,175,A+
Kenny,Hoffman,12/9/1978,Canada,98.6,176,B+
Edward,Degtyaryov,4/8/1993,Cyprus (Anglicized),74.5,171,O+
Modest,Tikhonov,9/14/1983,Cyprus (Anglicized),106.4,170,A-
Enzo,Correia,11/29/1986,Canada,75.0,189,B+
Daniel,Pinto,5/8/1981,Cyprus (Anglicized),78.0,168,A+
Andrew,Ritchie,8/16/1987,Czech Republic,67.3,176,B+
Rhys,Moore,3/5/1981,Brazil,70.4,187,AB+
Rudolph,Ulyanov,2/3/1983,Belgium,71.7,177,B+
Logan,Kerr,11/13/1996,Cyprus (Anglicized),78.1,166,AB+
Donald,Leahy,12/4/1980,Czech Republic,92.6,183,B+
Thiago,Fernandes,8/22/1993,Canada,61.5,169,A+
Sebastian,Abramowitz,5/10/1994,Austria,86.5,177,O+
Bruno,Sandheaver,1/15/1989,Belgium,49.7,114,A+
Nicolash,Rocha,6/10/1989,Czech Republic,72.9,187,O-
Dinodas,Proudfoot,10/27/1987,Cyprus (Anglicized),49.7,98,B+
Tolman,Mugwort,8/24/1991,Belgium,54.0,112,O+
Luan,Barros,4/26/1986,Belgium,96.1,187,A+
Haris,Millar,9/8/1996,Austria,91.2,176,AB+
Rafael,Fernandes,5/13/1988,Cyprus (Anglicized),72.6,184,B+
Tomás,Melo,9/1/1986,Austria,81.1,184,O+
Yegor,Kovalyov,1/4/1984,Cyprus (Anglicized),106.5,168,O-
Guido,Noakes,8/17/1995,Brazil,62.0,83,O+
Hassan,Young,3/19/1982,Czech Republic,100.7,189,O+
Carlos,Carvalho,3/7/1983,Austria,106.3,185,O+
Victor,Bobrov,7/14/1978,Czech Republic,71.4,190,O+
Ildar,Ponomarev,6/18/1987,Canada,61.1,183,O-
Luka,Campbell,12/29/1994,Cyprus (Anglicized),63.0,179,A+
Jared,Forbes,7/26/1992,Brazil,97.4,174,B+
Dean,Ferguson,7/25/1982,Czech Republic,104.7,171,B+
Bandobras,Gardner,11/26/1987,Canada,48.4,89,A+
Moses,Yefremov,5/29/1991,Cyprus (Anglicized),96.2,173,O+
Nick,Lightfoot,1/28/1979,Canada,59.2,72,O+
Methodius,Fedorov,4/21/1994,Brazil,81.4,174,A+
Bilbo,Goldworthy,3/27/1997,Belgium,47.1,73,O+
Jesse,Nichols,9/13/1985,Czech Republic,84.1,180,O+
James,Kroon,10/7/1979,Cyprus (Anglicized),64.2,186,A+
Paladin,Button,3/7/1990,Czech Republic,58.6,114,O+
Piotr,Donaldson,12/1/1981,Brazil,88.4,176,B+
Fábio,Gomes,7/11/1990,Cyprus (Anglicized),81.8,183,A+
Estevan,Rocha,6/22/1994,Denmark,67.4,184,A+
Marat,Alexeeva,12/1/1984,Brazil,102.6,174,O+
Luan,Pereira,1/20/1988,Brazil,79.5,185,B+
Christopher,Huff,6/15/1989,Cyprus (Anglicized),108.9,188,O+
Vsevolod,Alekseyeva,5/16/1996,Canada,70.7,183,A+
Iago,Mugwort,7/17/1979,Austria,55.4,69,B-
Davi,Cardoso,11/19/1989,Austria,95.7,187,A+
Kaua,Melo,9/17/1983,Cyprus (Anglicized),104.1,188,A+
Joey,Mackay,12/11/1981,Austria,84.1,177,O+
Jasper,Montez,12/3/1994,Austria,74.6,177,A+
Nicolas,Pereira,4/30/1990,Czech Republic,56.2,178,B+
Raymond,Cameron,9/6/1982,Canada,83.1,186,A+
Richard,Parker,4/26/1991,Belgium,94.3,185,O+
Valdemar,Clayhanger,2/25/1980,Cyprus (Anglicized),52.3,87,O+
Tiago,Carvalho,8/10/1991,Belgium,100.0,177,O+
Tomás,Pereira,1/7/1984,Cyprus (Anglicized),106.2,171,AB+
Vitor,Costa,2/16/1990,Czech Republic,77.2,179,A+
Robert,Benavides,9/6/1991,Belgium,90.5,173,A+
Magnus,Baggins,5/28/1985,Cyprus (Anglicized),57.8,87,A+
Danilo,Ferreira,11/19/1987,Cyprus (Anglicized),103.2,177,O+
Bladud,Gardner,6/2/1991,Cyprus (Anglicized),47.5,94,A+
Nicolash,Gomes,1/27/1985,Denmark,64.5,187,B+
Tolman,Roper,12/19/1984,Belgium,60.3,122,O+
Bilal,Stewart,1/9/1996,Canada,54.5,181,A+
André,Martins,8/27/1987,Czech Republic,96.2,183,O+
Roger,Russell,6/10/1994,Czech Republic,97.5,174,A+
Roan,Williamson,10/13/1993,Cyprus (Anglicized),59.2,186,O+
Marcho,Oldbuck,6/22/1990,Cyprus (Anglicized),64.5,106,O+
Matthew,Borodin,4/10/1981,Denmark,111.0,176,O+
Bodo,Sackville-Baggins,9/9/1989,Cyprus (Anglicized),60.7,116,B+
Carson,Williamson,8/14/1987,Cyprus (Anglicized),61.6,171,B+
Eduardo,Pereira,9/12/1996,Cyprus (Anglicized),83.4,171,A+
Robert,Becker,4/19/1982,Czech Republic,77.7,182,B+
Kevin,Moon,5/18/1989,Austria,91.2,170,A+
Blasius,Denisov,11/17/1991,Austria,76.4,180,B+
Frederick,Stevenson,6/15/1979,Czech Republic,86.6,185,B+
Vinícius,Gomes,3/26/1991,Cyprus (Anglicized),105.7,178,A+
Dominique,Efremov,7/5/1992,Belgium,66.6,178,A-
Kauê,Azevedo,11/25/1990,Brazil,64.3,179,O+
Eduardo,Pinto,7/28/1992,Denmark,100.8,178,B+
Danilo,Silva,5/6/1988,Belgium,102.4,168,B+
Jago,Longhole,4/8/1986,Austria,65.5,83,B+
Raymond,Daughtrey,1/16/1993,Belgium,83.5,177,O+
Stanley,Winslow,5/29/1997,Czech Republic,87.7,177,B+
Daniel,Andreyev,8/20/1991,Cyprus (Anglicized),91.6,187,B+
Bingo,Twofoot,4/7/1981,Czech Republic,54.8,104,O+
Porro,Sandheaver,1/17/1993,Denmark,53.5,87,O-
Constantine,Izmaylov,10/30/1991,Cyprus (Anglicized),84.8,186,O+
Enzo,Castro,3/10/1984,Canada,78.8,190,A+
Timur,Vinogradov,2/23/1988,Czech Republic,78.9,180,A+
Carter,Mackenzie,11/26/1991,Austria,96.2,173,B+
Iskander,Efremov,3/3/1985,Czech Republic,69.3,180,O+
Gustavo,Pinto,6/5/1981,Austria,72.7,174,O+
Guilherme,Castro,1/25/1983,Austria,100.4,168,AB+
Gary,Duncan,2/18/1984,Austria,70.6,190,B+
Pedro,Costa,10/30/1988,Brazil,86.1,169,O+
Ian,Golubov,9/24/1984,Canada,100.2,188,B+
Leonardo,Russell,4/19/1993,Cyprus (Anglicized),81.7,180,O+
Troy,Tran,1/22/1993,Denmark,91.5,174,A-
Frodo,Clayhanger,1/16/1994,Canada,51.4,63,O+
Largo,Galbassi,10/29/1995,Cyprus (Anglicized),49.3,69,O+
Joe,Marshall,1/3/1990,Canada,73.7,170,O+
Proclus,Voronkov,8/15/1992,Denmark,56.6,176,O-
Philemon,Medvedev,6/9/1994,Austria,84.1,179,A+
Bruno,Santos,11/9/1994,Cyprus (Anglicized),97.6,183,B+
Rudolph,Zubarev,1/25/1983,Cyprus (Anglicized),78.8,179,B+
Shaun,Smith,2/4/1993,Austria,80.2,186,O+
Conrad,Goodbody,4/9/1983,Brazil,63.2,88,A+
Alexander,Woronoff,3/25/1985,Cyprus (Anglicized),79.4,170,B+
Hob,Headstrong,1/20/1997,Belgium,55.7,80,O+
Töbi,Gardner,10/7/1990,Czech Republic,67.6,69,O+
Ruairidh,Wallace,3/25/1997,Brazil,57.0,187,A-
Rodrigo,Ribeiro,10/23/1992,Belgium,87.0,190,A+
Forbes,Watt,1/4/1994,Cyprus (Anglicized),73.9,173,B+
Nikita,Bykov,8/17/1984,Cyprus (Anglicized),61.3,185,A+
Joao,Santos,11/19/1985,Canada,86.8,187,O+
Fastolph,Hayward,5/27/1983,Belgium,63.7,61,O+
Zane,Fraser,4/24/1993,Cyprus (Anglicized),103.1,167,B+
Merry,Roper,4/26/1988,Brazil,62.0,86,O+
Lloyd,Black,10/6/1984,Czech Republic,107.4,176,O+
Zac,White,8/5/1984,Cyprus (Anglicized),71.1,170,O+
José,Araujo,10/1/1986,Denmark,107.3,180,B+
Mikey,McGregor,6/30/1995,Cyprus (Anglicized),57.7,174,B+
Isaac,Simpson,3/24/1985,Belgium,82.5,181,A+
Charles,Banks,2/21/1986,Brazil,80.0,176,B+
Rafael,Melo,5/17/1988,Czech Republic,73.0,183,O+
Matheus,Pereira,10/11/1993,Brazil,57.8,177,O+
John,Armstrong,1/13/1996,Cyprus (Anglicized),71.6,178,B+
Fastolph,Chubb-Baggins,6/3/1988,Cyprus (Anglicized),64.9,112,A-
Berilac,Sandyman,5/30/1986,Cyprus (Anglicized),52.2,114,B+
Rustam,Seleznyov,6/20/1984,Canada,69.6,183,O+
Murat,Averyanov,8/24/1980,Cyprus (Anglicized),101.2,184,A+
Dennis,Muravyov,6/30/1995,Belgium,84.1,181,B+
Joshua,Osburn,4/9/1980,Cyprus (Anglicized),97.2,171,A+
Vadim,Lazarev,9/5/1987,Austria,97.3,176,O+
Aayan,Forbes,3/24/1982,Belgium,77.5,175,A-
Ryan,Hamel,3/14/1980,Cyprus (Anglicized),97.5,186,B+
Vadim,Yermolayev,8/9/1979,Czech Republic,62.9,169,B+
Arthur,Belousov,10/14/1995,Czech Republic,91.4,168,B+
Paul,Findlay,11/27/1982,Austria,111.0,181,O+
Daniel,Efimov,2/7/1993,Czech Republic,64.0,190,B+
Igor,Ferreira,9/15/1988,Austria,81.7,178,AB+
Stewart,Robertson,12/11/1987,Cyprus (Anglicized),83.5,182,O+
Alan,Marshall,9/15/1994,Denmark,54.5,168,O+
Halfred,Zaragamba,12/31/1982,Brazil,64.0,68,A+
Jerry,Robinson,12/12/1980,Czech Republic,85.1,176,O+
Kauan,Costa,12/27/1988,Cyprus (Anglicized),60.3,175,O+
Joseph,Gillespie,12/31/1984,Denmark,95.9,169,O+
Jared,Gray,8/26/1983,Cyprus (Anglicized),95.0,188,O-
Irakli,Glazkov,7/26/1995,Czech Republic,57.2,183,O+
Ostap,Aksakov,4/30/1989,Cyprus (Anglicized),71.8,180,A+
Edward,Horowitz,2/25/1982,Denmark,103.3,187,O+
Fergus,Hunter,5/2/1986,Czech Republic,73.4,168,B+
André,Araujo,12/19/1993,Brazil,75.7,186,B-
Elisha,Korovin,2/10/1979,Canada,96.5,175,B+
Renan,Dias,8/3/1982,Cyprus (Anglicized),67.8,184,A+
Maurice,Sumpter,10/20/1993,Austria,79.2,186,A+
Flavus,Greenhand,4/2/1982,Brazil,63.8,113,O+
Luca,Grant,6/17/1982,Brazil,103.3,173,A+
Samuel,Alves,6/16/1991,Brazil,97.6,189,O+
Holman,Took,6/30/1983,Austria,58.0,107,O+
Fredegar,Hornblower,7/26/1981,Denmark,57.0,77,O+
Felipe,Pinto,6/1/1995,Cyprus (Anglicized),78.9,176,O+
Gerald,Harrell,6/25/1993,Belgium,84.8,190,A+
Bladud,Greenhand,6/24/1980,Czech Republic,52.6,72,O+
Emmanuel,Vasilyev,12/11/1980,Brazil,83.7,172,A+
Michal,Macleod,8/14/1987,Cyprus (Anglicized),95.6,172,B+
Michal,Donaldson,8/19/1985,Cyprus (Anglicized),104.1,190,B+
Nestor,Vinogradov,1/12/1985,Czech Republic,74.5,188,O+
Larry,Plank,4/21/1997,Cyprus (Anglicized),81.3,188,A+
Jay,Cunningham,4/5/1993,Belgium,93.5,170,A+
Otho,Grubb,8/5/1982,Czech Republic,57.2,72,O+
Carl,Fokine,12/6/1986,Cyprus (Anglicized),91.1,171,O+
Kaua,Gomes,10/16/1985,Belgium,91.7,170,A-
Felipe,Costa,1/5/1981,Austria,92.9,168,O+
Bruno,Gomes,2/25/1981,Denmark,62.8,176,O+
Fergus,Johnstone,3/29/1985,Brazil,66.6,187,B+
Jose,Royster,12/12/1982,Czech Republic,86.8,180,B+
Tiago,Ferreira,9/20/1995,Cyprus (Anglicized),68.6,175,A-
Kauê,Rocha,10/25/1992,Austria,80.3,178,B+
Kauan,Costa,10/25/1979,Canada,92.2,183,A+
Carl,Lam,8/30/1988,Czech Republic,89.9,168,O+
Stephen,Gray,9/25/1990,Denmark,109.2,187,O+
Kauã,Dias,1/27/1987,Belgium,61.7,168,A+
Stanislav,Butusov,2/20/1979,Denmark,88.2,187,O+
Bercilac,Took-Took,12/24/1985,Austria,57.0,104,A+
Ruairidh,King,3/14/1997,Cyprus (Anglicized),64.9,174,AB+
Luan,Araujo,3/28/1988,Czech Republic,82.5,179,A+
Antônio,Goncalves,7/10/1986,Brazil,96.9,169,O+
Jackson,MacDonald,4/1/1985,Cyprus (Anglicized),67.1,185,AB+
Felipe,Fernandes,3/3/1983,Austria,69.4,181,O+
George,Porter,12/10/1980,Austria,97.7,181,O+
Basil,Aksakov,3/10/1981,Canada,107.4,168,AB+
Paulo,Ferreira,5/24/1995,Denmark,72.0,174,O+
Bob,Gawkroger,6/23/1983,Cyprus (Anglicized),47.7,106,AB+
Togo,Bracegirdle,4/28/1987,Brazil,59.8,63,O+
James,Daniels,9/13/1983,Belgium,76.6,174,O+
Micah,Hay,10/14/1979,Brazil,94.8,169,B+
Rashid,Fedorov,12/15/1985,Austria,80.9,188,A-
Herugar,Bolger,4/9/1984,Cyprus (Anglicized),61.9,77,O+
Gerasimos,Tretiakov,5/9/1994,Austria,74.9,184,O+
Marat,Kudryashov,3/22/1981,Belgium,75.4,187,B+
Vitor,Azevedo,9/23/1995,Denmark,85.9,163,B+
Dale,Peters,4/2/1989,Belgium,96.1,173,A+
Ken,Reid,6/7/1989,Cyprus (Anglicized),58.6,168,O-
Igor,Gomes,11/9/1979,Denmark,79.2,186,B+
Gringamor,Goodchild,12/18/1984,Cyprus (Anglicized),49.1,74,O+
Joseph,Kraft,3/30/1983,Austria,79.1,179,A+
Merle,Abbott,5/28/1992,Austria,67.6,177,O+
Ignat,Zakharov,3/9/1983,Brazil,64.2,187,AB+
Tom,Mackenzie,11/20/1984,Cyprus (Anglicized),61.9,183,AB+
Buford,Walker,1/25/1986,Austria,75.3,176,A+
Carl,Volodin,11/21/1984,Cyprus (Anglicized),78.3,180,A+
Brandon,Mueller,5/3/1992,Cyprus (Anglicized),88.3,182,B+
Thiago,Almeida,10/5/1985,Czech Republic,83.6,175,A+
Walter,Ingram,8/7/1990,Cyprus (Anglicized),56.1,169,A+
Bandobras,Baggins,7/8/1987,Belgium,62.3,101,O+
Nibs,Gawkroger,8/17/1980,Austria,51.5,119,O+
Andrew,Lloyd,3/6/1982,Czech Republic,69.5,168,O-
Millar,Murphy,1/28/1996,Belgium,90.6,174,B+
George,Lowrey,11/17/1985,Brazil,87.0,177,B+
Nicholas,Hurley,3/27/1979,Denmark,82.5,185,A+
Alex,Castro,1/4/1989,Denmark,68.9,181,B+
Mark,Vasiliev,12/1/1983,Austria,78.5,181,O+
Ricky,Moore,11/7/1995,Cyprus (Anglicized),57.3,173,A+
Chris,Hunter,7/23/1995,Austria,88.8,165,O+
Omar,Black,1/24/1988,Czech Republic,111.3,176,B+
Steven,McGrane,9/27/1985,Belgium,62.1,176,A-
Marco,Black,7/28/1978,Czech Republic,76.4,181,A+
Dennis,Alexeyeva,5/3/1990,Canada,89.5,190,A+
Reegan,Paterson,10/6/1990,Denmark,60.8,171,B+
Alberic,Diggle,3/5/1987,Czech Republic,62.7,115,B+
Gundobad,Baggins,2/6/1991,Czech Republic,64.7,70,O+
Vitor,Dias,9/16/1980,Czech Republic,77.5,169,O+
Pimen,Vavilov,7/4/1984,Czech Republic,97.6,186,A+
Manuel,Price,8/14/1987,Cyprus (Anglicized),85.8,174,O+
Rudigar,Burrowes,3/9/1992,Denmark,48.9,62,B+
Innocent,Alexeyeva,10/10/1989,Cyprus (Anglicized),59.4,168,B+
Nolan,Murray,8/22/1983,Cyprus (Anglicized),101.9,185,AB+
Blasius,Loginov,12/24/1982,Canada,77.2,172,A+
Valentine,Nevzorov,9/6/1996,Czech Republic,80.2,168,O+
Orgulas,Smallburrow,7/23/1996,Brazil,54.2,121,O+
Arkhip,Vasin,11/1/1984,Canada,90.8,181,A+
Carlos,Barbosa,11/9/1995,Brazil,79.3,176,O+
Antônio,Barbosa,1/24/1991,Belgium,105.5,186,A-
Douglas,Barros,4/20/1990,Cyprus (Anglicized),83.0,188,O+
Franklin,McNeal,1/31/1992,Austria,59.7,178,B+
Kodi,Alexander,5/20/1988,Brazil,102.5,170,A+
Banazir,Lightfoot,5/12/1988,Brazil,58.1,63,O+
Jai,Ferguson,2/25/1993,Czech Republic,66.2,174,O+
Robin,Headstrong,12/4/1989,Austria,65.5,95,O+
Sviatoslav,Pokrovski,7/23/1986,Canada,68.7,185,A+
Seraphim,Zuyev,5/13/1983,Canada,89.7,175,AB+
Oleg,Fokine,7/31/1987,Canada,93.9,175,O+
Nicolash,Dias,4/29/1980,Canada,105.9,172,A+
Tyson,Walden,11/24/1979,Denmark,75.6,188,O+
Antônio,Dias,10/17/1979,Austria,102.7,178,B+
Fábio,Cavalcanti,3/7/1993,Austria,77.2,170,O+
Basil,Bykov,6/16/1994,Brazil,60.9,187,A-
Spartacus,Aksyonov,9/29/1990,Austria,105.1,186,A+
Miroslav,Zuyev,1/25/1997,Czech Republic,68.3,184,B+
Obo,Gammidge,8/2/1995,Czech Republic,53.0,106,B+
Reece,MacDonald,10/26/1989,Czech Republic,65.9,186,A+
Robert,Jefferson,1/6/1992,Austria,72.5,186,A+
Malik,Mironov,6/19/1980,Belgium,86.4,188,O+
Kauan,Rodrigues,6/5/1987,Cyprus (Anglicized),106.4,168,AB+
Hector,Cameron,11/22/1996,Brazil,52.6,164,O+
Mohamed,Hughes,8/28/1989,Cyprus (Anglicized),93.0,167,O-
Russell,Douglas,7/9/1984,Cyprus (Anglicized),108.5,181,B+
Vernon,Ellis,3/14/1990,Brazil,109.8,171,B+
Charles,Durbin,5/26/1981,Austria,106.3,170,A+
Stepan,Fokine,10/6/1992,Canada,61.5,190,O+
Yefim,Sidorov,6/21/1990,Czech Republic,99.9,184,O+
Bungo,Burrowes,8/20/1989,Brazil,65.8,70,A+
Jo,Sandyman,8/27/1986,Cyprus (Anglicized),65.4,77,A+
Alexander,Voronov,8/27/1988,Denmark,104.4,170,A+
Wiseman,Hayward,5/5/1985,Canada,66.8,120,A+
Bodo,Greenhand,5/2/1988,Denmark,64.3,85,B+
Ildar,Belousov,3/12/1994,Brazil,57.6,163,A-
Antônio,Pereira,10/18/1985,Cyprus (Anglicized),86.0,180,B+
Benjamin,Blokhin,4/22/1994,Canada,71.1,169,O+
Samuel,Martz,2/20/1987,Denmark,99.5,178,O+
Renan,Costa,1/18/1990,Brazil,61.8,176,O+
Keir,Hay,4/20/1981,Denmark,112.8,176,B+
Cole,Jones,2/5/1985,Canada,75.4,181,O+
Kade,Hay,4/16/1983,Denmark,114.0,182,B+
Mateus,Gomes,5/2/1996,Canada,86.2,168,A+
John,Norwood,5/25/1980,Belgium,95.5,185,AB+
Vincent,Harkins,5/4/1992,Belgium,82.6,188,B+
Tobold,Gaukrogers,4/20/1991,Canada,52.2,115,O+
Brad,King,6/5/1996,Austria,49.3,168,B+
Kevin,Bliss,10/4/1978,Cyprus (Anglicized),90.5,181,B+
Austin,Wood,7/27/1980,Czech Republic,64.6,177,AB+
Matta,Roper,10/5/1986,Austria,50.1,69,AB-
Callan,Duncan,3/13/1979,Brazil,106.5,179,A+
Lucas,Cavalcanti,3/24/1982,Belgium,104.1,186,O-
Israel,Macleod,10/28/1979,Denmark,69.6,176,B+
Yaropolk,Izmaylov,4/6/1994,Canada,85.9,177,O+
Junior,Tomita,5/21/1993,Brazil,90.1,185,O+
Timba,Goodbody,4/29/1983,Austria,50.1,116,A+
Bruno,Castro,3/5/1981,Brazil,111.4,187,O+
James,Brophy,4/10/1981,Canada,110.0,185,O+
Alfred,Hill,1/22/1989,Cyprus (Anglicized),84.9,180,O-
Neville,Doner,1/10/1985,Canada,89.7,189,O+
Otávio,Pereira,6/18/1986,Czech Republic,62.2,182,A-
Ferumbras,Goodchild,11/2/1981,Brazil,46.9,92,B+
Fastolph,Rumble,6/1/1986,Austria,62.4,112,A+
Carlos,Ribeiro,11/13/1988,Canada,101.7,183,B-
Donald,McMorris,10/28/1986,Belgium,105.2,170,O+
Matthew,Kim,9/18/1996,Brazil,64.7,163,O-
Maura,Zaragamba,11/18/1985,Cyprus (Anglicized),54.0,94,A+
David,Denisov,1/16/1994,Cyprus (Anglicized),58.9,174,A-
Diogo,Goncalves,4/9/1996,Cyprus (Anglicized),57.1,182,B+
Adam,Vasin,1/16/1981,Brazil,67.8,178,O+
Kondrat,Repin,10/9/1989,Belgium,85.0,176,B+
Marley,Simpson,3/20/1994,Czech Republic,99.6,190,O+
John,Reynolds,2/17/1988,Cyprus (Anglicized),105.4,186,O+
Marat,Shcherbakov,12/30/1978,Czech Republic,77.4,173,B+
Taras,Abramovich,7/22/1991,Cyprus (Anglicized),108.2,167,O+
William,Christie,1/9/1992,Brazil,98.4,170,O+
Darren,McIntosh,8/18/1984,Cyprus (Anglicized),92.2,188,B+
Tobold,Burrows,9/12/1980,Brazil,67.7,69,O+
Joseph,Gess,8/30/1982,Czech Republic,63.7,172,O-
Davi,Azevedo,4/17/1996,Belgium,69.6,172,O+
Bowman,Tûk,8/1/1985,Canada,50.2,115,O-
Longo,Burrows,3/21/1993,Cyprus (Anglicized),52.7,121,A+
Jo,Hayward,1/11/1988,Brazil,53.8,71,O+
Aston,Hunter,5/31/1984,Austria,70.1,182,A+
Eric,Russell,3/14/1982,Denmark,83.0,177,O+
Jensen,Reid,10/4/1984,Czech Republic,67.0,190,O+
Caio,Costa,8/27/1979,Belgium,110.3,186,O+
Sebastian,Gorbunov,3/16/1980,Austria,98.9,177,O+
Mateus,Pereira,7/25/1996,Brazil,74.4,166,O+
Erick,Ribeiro,8/24/1996,Cyprus (Anglicized),57.5,185,A+
Robert,Cook,10/18/1986,Cyprus (Anglicized),84.9,184,O+
Zack,Wilson,8/21/1990,Cyprus (Anglicized),81.9,189,B+
Maksymilian,Fraser,9/6/1984,Austria,107.1,180,B+
Richard,Thomson,2/2/1982,Czech Republic,112.4,170,O+
Kaleb,Ritchie,5/7/1994,Brazil,92.9,184,O+
Vladimir,Zaitsev,10/31/1995,Brazil,71.4,181,O+
Chris,Ritchie,10/20/1980,Denmark,75.6,168,O+
Caden,McKay,11/6/1990,Canada,95.7,182,O+
Victor,Shcherbakov,9/18/1988,Cyprus (Anglicized),71.4,184,O-
Hayden,Fraser,10/27/1978,Austria,82.2,184,O+
Rafael,Araujo,5/20/1993,Canada,93.3,181,O-
Spartacus,Abramoff,10/15/1993,Belgium,55.9,176,B+
Carlos,Martins,1/11/1986,Czech Republic,80.2,180,O+
Ignat,Kazantsev,5/3/1984,Belgium,80.1,188,O+
Bailey,Johnstone,5/28/1992,Belgium,71.4,186,A+
